Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,newCountry
Poland,Glowno,33,Good,1,Good,31,Good,1,Good,33,Good,Poland
Russian Federation,Gorodets,50,Good,1,Good,30,Good,2,Good,50,Good,Russian Federation
Bosnia and Herzegovina,Gracanica,65,Moderate,1,Good,39,Good,0,Good,65,Moderate,Bosnia and Herzegovina
Brazil,Granja,30,Good,0,Good,10,Good,1,Good,30,Good,Brazil
Russian Federation,Gribanovskiy,42,Good,1,Good,35,Good,0,Good,42,Good,Russian Federation
United Kingdom of Great Britain and Northern Ireland,Grimsby,36,Good,1,Good,36,Good,3,Good,13,Good,United Kingdom of Great Britain and Northern Ireland
Poland,Grojec,30,Good,1,Good,28,Good,2,Good,30,Good,Poland
Cuba,Guanajay,72,Moderate,1,Good,26,Good,3,Good,72,Moderate,Cuba
Brazil,Guanhaes,50,Good,1,Good,2,Good,2,Good,50,Good,Brazil
India,Gudivada,87,Moderate,2,Good,55,Moderate,1,Good,87,Moderate,India
India,Gudiyattam,30,Good,1,Good,26,Good,0,Good,30,Good,India
Côte d'Ivoire,Guiberoua,45,Good,1,Good,14,Good,0,Good,45,Good,Côte d'Ivoire
Côte d'Ivoire,Guiglo,31,Good,1,Good,17,Good,0,Good,31,Good,Côte d'Ivoire
Germany,Gustrow,49,Good,1,Good,32,Good,2,Good,49,Good,Germany
Hungary,Gyongyos,67,Moderate,1,Good,43,Good,1,Good,67,Moderate,Hungary
Netherlands,Haaksbergen,51,Moderate,1,Good,19,Good,7,Good,51,Moderate,Netherlands
China,Hailun,38,Good,2,Good,38,Good,0,Good,33,Good,China
India,Hajan,129,Unhealthy for Sensitive Groups,1,Good,66,Moderate,0,Good,129,Unhealthy for Sensitive Groups,India
Hungary,Hajdunanas,66,Moderate,1,Good,41,Good,1,Good,66,Moderate,Hungary
Germany,Haldensleben,57,Moderate,1,Good,35,Good,2,Good,57,Moderate,Germany
Austria,Hall,57,Moderate,1,Good,38,Good,0,Good,57,Moderate,Austria
China,Hami,177,Unhealthy,0,Good,40,Good,0,Good,177,Unhealthy,China
Austria,Hard,52,Moderate,1,Good,31,Good,2,Good,52,Moderate,Austria
Sweden,Harnosand,31,Good,1,Good,31,Good,0,Good,7,Good,Sweden
United States of America,Haysville,48,Good,1,Good,43,Good,1,Good,48,Good,United States of America
Germany,Heidelberg,70,Moderate,1,Good,38,Good,2,Good,70,Moderate,Germany
Netherlands,Hellendoorn,45,Good,1,Good,24,Good,5,Good,45,Good,Netherlands
United States of America,Hendersonville,78,Moderate,3,Good,16,Good,20,Good,78,Moderate,United States of America
Germany,Hennef,61,Moderate,1,Good,29,Good,5,Good,61,Moderate,Germany
South Africa,Hennenman,91,Moderate,4,Good,14,Good,4,Good,91,Moderate,South Africa
United Kingdom of Great Britain and Northern Ireland,Hereford,26,Good,1,Good,25,Good,5,Good,26,Good,United Kingdom of Great Britain and Northern Ireland
Switzerland,Herisau,57,Moderate,1,Good,24,Good,3,Good,57,Moderate,Switzerland
India,Hisar,174,Unhealthy,3,Good,174,Unhealthy,1,Good,167,Unhealthy,India
United States of America,Hobe Sound,80,Moderate,1,Good,22,Good,7,Good,80,Moderate,United States of America
United States of America,Endicott,68,Moderate,2,Good,26,Good,5,Good,68,Moderate,United States of America
France,Ermont,71,Moderate,2,Good,28,Good,5,Good,71,Moderate,France
Brazil,Euclides Da Cunha,13,Good,0,Good,11,Good,1,Good,13,Good,Brazil
United States of America,Fairmont,87,Moderate,3,Good,1,Good,26,Good,87,Moderate,United States of America
United States of America,Fitchburg,42,Good,1,Good,27,Good,4,Good,42,Good,United States of America
United Kingdom of Great Britain and Northern Ireland,Forfar,26,Good,1,Good,26,Good,1,Good,16,Good,United Kingdom of Great Britain and Northern Ireland
India,Mihijam,113,Unhealthy for Sensitive Groups,2,Good,72,Moderate,1,Good,113,Unhealthy for Sensitive Groups,India
Finland,Mikkeli,32,Good,1,Good,32,Good,0,Good,17,Good,Finland
United States of America,Millbrae,54,Moderate,1,Good,32,Good,7,Good,54,Moderate,United States of America
Germany,Mindelheim,55,Moderate,1,Good,36,Good,3,Good,55,Moderate,Germany
United States of America,Minnetonka,54,Moderate,1,Good,32,Good,6,Good,54,Moderate,United States of America
Japan,Mino,54,Moderate,1,Good,35,Good,4,Good,54,Moderate,Japan
China,Mishan,44,Good,1,Good,33,Good,0,Good,44,Good,China
India,Mohiuddinagar,144,Unhealthy for Sensitive Groups,3,Good,66,Moderate,2,Good,144,Unhealthy for Sensitive Groups,India
Cameroon,Mokolo,86,Moderate,2,Good,28,Good,0,Good,86,Moderate,Cameroon
Germany,Monchengladbach,54,Moderate,1,Good,30,Good,5,Good,54,Moderate,Germany
United States of America,Monsey,71,Moderate,2,Good,18,Good,17,Good,71,Moderate,United States of America
Brazil,Montes Claros,52,Moderate,1,Good,1,Good,4,Good,52,Moderate,Brazil
United States of America,Moraga,56,Moderate,1,Good,23,Good,14,Good,56,Moderate,United States of America
Portugal,Moreira,29,Good,1,Good,29,Good,2,Good,21,Good,Portugal
Germany,Morfelden Walldorf,68,Moderate,1,Good,38,Good,4,Good,68,Moderate,Germany
India,Nautanwa,83,Moderate,2,Good,55,Moderate,0,Good,83,Moderate,India
United States of America,Nederland,34,Good,1,Good,19,Good,7,Good,34,Good,United States of America
Russian Federation,Neman,33,Good,1,Good,33,Good,1,Good,30,Good,Russian Federation
Australia,Newcastle,48,Good,0,Good,9,Good,14,Good,48,Good,Australia
Philippines,Nibaliw,58,Moderate,1,Good,26,Good,2,Good,58,Moderate,Philippines
Costa Rica,Nicoya,53,Moderate,2,Good,12,Good,8,Good,53,Moderate,Costa Rica
Germany,Nienburg,69,Moderate,1,Good,38,Good,4,Good,69,Moderate,Germany
Spain,Nijar,37,Good,1,Good,31,Good,4,Good,37,Good,Spain
Turkey,Niksar,42,Good,1,Good,42,Good,0,Good,33,Good,Turkey
Montenegro,Niksic,79,Moderate,1,Good,39,Good,0,Good,79,Moderate,Montenegro
Russian Federation,Nizhnyaya Maktama,44,Good,1,Good,39,Good,0,Good,44,Good,Russian Federation
Italy,Noceto,68,Moderate,1,Good,41,Good,2,Good,68,Moderate,Italy
Japan,Nogata,33,Good,1,Good,33,Good,2,Good,20,Good,Japan
Germany,Nordlingen,64,Moderate,1,Good,35,Good,4,Good,64,Moderate,Germany
Canada,North Bay,50,Good,1,Good,16,Good,1,Good,50,Good,Canada
New Zealand,North Shore,34,Good,0,Good,12,Good,6,Good,34,Good,New Zealand
Brazil,Nova Friburgo,80,Moderate,2,Good,13,Good,6,Good,80,Moderate,Brazil
Brazil,Nova Odessa,64,Moderate,2,Good,4,Good,5,Good,64,Moderate,Brazil
Russian Federation,Novonikolayevskiy,44,Good,1,Good,36,Good,0,Good,44,Good,Russian Federation
Czechia,Novy Bor,80,Moderate,1,Good,34,Good,3,Good,80,Moderate,Czechia
Poland,Nowy Dwor Mazowiecki,34,Good,1,Good,34,Good,1,Good,29,Good,Poland
Mexico,Ocozocoautla,91,Moderate,3,Good,10,Good,7,Good,91,Moderate,Mexico
Ghana,Oda,57,Moderate,1,Good,15,Good,1,Good,57,Moderate,Ghana
Germany,Oftersheim,71,Moderate,1,Good,37,Good,2,Good,71,Moderate,Germany
Japan,Okazaki,46,Good,1,Good,32,Good,3,Good,46,Good,Japan
Nigeria,Okitipupa,63,Moderate,2,Good,19,Good,1,Good,63,Moderate,Nigeria
United States of America,Okolona,63,Moderate,2,Good,33,Good,9,Good,63,Moderate,United States of America
Comoros,Moroni,39,Good,0,Good,31,Good,0,Good,39,Good,Comoros
Australia,Mount Isa,46,Good,0,Good,21,Good,0,Good,46,Good,Australia
United States of America,Mount Lebanon,88,Moderate,2,Good,16,Good,26,Good,88,Moderate,United States of America
United States of America,Mukilteo,109,Unhealthy for Sensitive Groups,2,Good,21,Good,12,Good,109,Unhealthy for Sensitive Groups,United States of America
United Republic of Tanzania,Muleba,39,Good,1,Good,19,Good,0,Good,39,Good,United Republic of Tanzania
France,Muret,50,Good,1,Good,32,Good,2,Good,50,Good,France
United States of America,Murfreesboro,68,Moderate,2,Good,25,Good,11,Good,68,Moderate,United States of America
United Republic of Tanzania,Mwadui,33,Good,0,Good,17,Good,0,Good,33,Good,United Republic of Tanzania
United States of America,Myrtle Grove,51,Moderate,2,Good,38,Good,7,Good,51,Moderate,United States of America
Russian Federation,Myski,40,Good,1,Good,40,Good,0,Good,23,Good,Russian Federation
India,Nabha,170,Unhealthy,4,Good,170,Unhealthy,1,Good,166,Unhealthy,India
Afghanistan,Nahrin,99,Moderate,1,Good,49,Good,0,Good,99,Moderate,Afghanistan
Australia,Nambour,32,Good,0,Good,27,Good,2,Good,32,Good,Australia
Russian Federation,Rtishchevo,56,Moderate,1,Good,34,Good,0,Good,56,Moderate,Russian Federation
Ukraine,Rubizhne,40,Good,1,Good,40,Good,0,Good,40,Good,Ukraine
India,Sachin,144,Unhealthy for Sensitive Groups,0,Good,24,Good,0,Good,144,Unhealthy for Sensitive Groups,India
India,Saidpur,174,Unhealthy,4,Good,173,Unhealthy,2,Good,174,Unhealthy,India
United States of America,Saint James,91,Moderate,5,Good,10,Good,37,Good,91,Moderate,United States of America
France,Saint Dizier,56,Moderate,1,Good,28,Good,2,Good,56,Moderate,France
France,Saint Gilles,137,Unhealthy for Sensitive Groups,2,Good,24,Good,8,Good,137,Unhealthy for Sensitive Groups,France
Thailand,Sam Chuk,23,Good,0,Good,23,Good,0,Good,23,Good,Thailand
India,Samana,145,Unhealthy for Sensitive Groups,3,Good,145,Unhealthy for Sensitive Groups,1,Good,140,Unhealthy for Sensitive Groups,India
Thailand,Samut Prakan,62,Moderate,1,Good,21,Good,1,Good,62,Moderate,Thailand
Thailand,Samut Songkhram,29,Good,0,Good,21,Good,0,Good,29,Good,Thailand
Romania,Oradea,66,Moderate,1,Good,39,Good,0,Good,66,Moderate,Romania
United States of America,Orangeburg,39,Good,2,Good,37,Good,4,Good,39,Good,United States of America
Canada,Orangeville,54,Moderate,1,Good,23,Good,8,Good,54,Moderate,Canada
France,Orly,66,Moderate,1,Good,23,Good,5,Good,66,Moderate,France
France,Osny,63,Moderate,1,Good,24,Good,5,Good,63,Moderate,France
Namibia,Otjiwarongo,29,Good,0,Good,19,Good,0,Good,29,Good,Namibia
Chad,Oum Hadjer,27,Good,2,Good,17,Good,0,Good,27,Good,Chad
Germany,Oyten,34,Good,0,Good,34,Good,0,Good,13,Good,Germany
Peru,Pacasmayo,30,Good,1,Good,21,Good,0,Good,30,Good,Peru
India,Pachora,146,Unhealthy for Sensitive Groups,0,Good,29,Good,0,Good,146,Unhealthy for Sensitive Groups,India
India,Pachperwa,139,Unhealthy for Sensitive Groups,3,Good,134,Unhealthy for Sensitive Groups,0,Good,139,Unhealthy for Sensitive Groups,India
Thailand,Pak Thong Chai,42,Good,0,Good,26,Good,0,Good,42,Good,Thailand
Philippines,Pakil,51,Moderate,1,Good,23,Good,1,Good,51,Moderate,Philippines
Greece,Palaion Faliron,53,Moderate,1,Good,45,Good,0,Good,53,Moderate,Greece
Brazil,Palotina,40,Good,1,Good,11,Good,1,Good,40,Good,Brazil
Malaysia,Papar,72,Moderate,7,Good,45,Good,0,Good,72,Moderate,Malaysia
Malaysia,Parit Buntar,79,Moderate,2,Good,60,Moderate,0,Good,79,Moderate,Malaysia
Mexico,Parras,52,Moderate,1,Good,28,Good,1,Good,52,Moderate,Mexico
India,Partur,103,Unhealthy for Sensitive Groups,1,Good,31,Good,0,Good,103,Unhealthy for Sensitive Groups,India
Turkey,Patnos,59,Moderate,1,Good,38,Good,0,Good,59,Moderate,Turkey
Portugal,Pedroso,35,Good,1,Good,35,Good,2,Good,25,Good,Portugal
United States of America,Pembroke Pines,162,Unhealthy,6,Good,5,Good,18,Good,162,Unhealthy,United States of America
Chile,Penaflor,158,Unhealthy,4,Good,9,Good,20,Good,158,Unhealthy,Chile
United States of America,Perry,56,Moderate,2,Good,31,Good,3,Good,56,Moderate,United States of America
,Iloilo,48,Good,1,Good,21,Good,0,Good,48,Good,Iloilo
Congo,Impfondo,73,Moderate,3,Good,11,Good,0,Good,73,Moderate,Congo
Brazil,Ipu,46,Good,1,Good,8,Good,2,Good,46,Good,Brazil
Brazil,Ipubi,14,Good,0,Good,14,Good,0,Good,14,Good,Brazil
Mexico,Irapuato,142,Unhealthy for Sensitive Groups,2,Good,10,Good,9,Good,142,Unhealthy for Sensitive Groups,Mexico
Russian Federation,Ishim,48,Good,1,Good,33,Good,0,Good,48,Good,Russian Federation
Japan,Itoigawa,36,Good,1,Good,36,Good,1,Good,24,Good,Japan
Japan,Iwata,32,Good,1,Good,32,Good,2,Good,27,Good,Japan
Mexico,Ixtlan Del Rio,43,Good,1,Good,13,Good,2,Good,43,Good,Mexico
Côte d'Ivoire,Jacqueville,51,Moderate,2,Good,25,Good,1,Good,51,Moderate,Côte d'Ivoire
Brazil,Jaguariaiva,53,Moderate,1,Good,15,Good,0,Good,53,Moderate,Brazil
Brazil,Jaguaruna,85,Moderate,2,Good,24,Good,2,Good,85,Moderate,Brazil
India,Jahangirabad,178,Unhealthy,4,Good,175,Unhealthy,2,Good,178,Unhealthy,India
India,Jalakandapuram,55,Moderate,1,Good,27,Good,2,Good,55,Moderate,India
India,Jalandhar,150,Unhealthy,3,Good,136,Unhealthy for Sensitive Groups,1,Good,150,Unhealthy,India
Pakistan,Jaranwala,167,Unhealthy,3,Good,148,Unhealthy for Sensitive Groups,1,Good,167,Unhealthy,Pakistan
Pakistan,Jhudo,163,Unhealthy,1,Good,38,Good,0,Good,163,Unhealthy,Pakistan
China,Jian,146,Unhealthy for Sensitive Groups,3,Good,146,Unhealthy for Sensitive Groups,1,Good,86,Moderate,China
China,Jinhua,143,Unhealthy for Sensitive Groups,3,Good,143,Unhealthy for Sensitive Groups,1,Good,104,Unhealthy for Sensitive Groups,China
Pakistan,Jiwani,157,Unhealthy,0,Good,31,Good,0,Good,157,Unhealthy,Pakistan
Brazil,Joaquim Gomes,26,Good,0,Good,18,Good,1,Good,26,Good,Brazil
United States of America,Jonesboro,63,Moderate,1,Good,32,Good,4,Good,63,Moderate,United States of America
India,Junagarh,99,Moderate,1,Good,35,Good,0,Good,99,Moderate,India
Brazil,Junqueiropolis,45,Good,1,Good,13,Good,1,Good,45,Good,Brazil
China,Juxian,156,Unhealthy,3,Good,156,Unhealthy,2,Good,113,Unhealthy for Sensitive Groups,China
Finland,Jyvaskyla,35,Good,1,Good,35,Good,3,Good,34,Good,Finland
Japan,Kakogawa,66,Moderate,2,Good,29,Good,5,Good,66,Moderate,Japan
Belgium,Kalmthout,30,Good,1,Good,29,Good,3,Good,30,Good,Belgium
Russian Federation,Kaltan,35,Good,1,Good,35,Good,1,Good,28,Good,Russian Federation
Japan,Kamakura,37,Good,1,Good,37,Good,3,Good,25,Good,Japan
Turkey,Kaman,45,Good,1,Good,36,Good,0,Good,45,Good,Turkey
Germany,Kamen,49,Good,1,Good,33,Good,2,Good,49,Good,Germany
Japan,Kamojima,35,Good,1,Good,35,Good,1,Good,27,Good,Japan
China,Ranghulu,66,Moderate,2,Good,54,Moderate,1,Good,66,Moderate,China
Germany,Ratekau,34,Good,0,Good,34,Good,1,Good,14,Good,Germany
United Kingdom of Great Britain and Northern Ireland,Rawtenstall,62,Moderate,1,Good,15,Good,12,Good,62,Moderate,United Kingdom of Great Britain and Northern Ireland
Philippines,Recodo,77,Moderate,0,Good,13,Good,0,Good,77,Moderate,Philippines
United States of America,Redding,34,Good,1,Good,21,Good,5,Good,34,Good,United States of America
Russian Federation,Redkino,53,Moderate,1,Good,27,Good,1,Good,53,Moderate,Russian Federation
Cuba,Remedios,50,Good,0,Good,20,Good,1,Good,50,Good,Cuba
Italy,Rescaldina,72,Moderate,2,Good,27,Good,7,Good,72,Moderate,Italy
India,Revelganj,156,Unhealthy,4,Good,156,Unhealthy,1,Good,156,Unhealthy,India
India,Rewari,170,Unhealthy,2,Good,107,Unhealthy for Sensitive Groups,0,Good,170,Unhealthy,India
Iceland,Reykjavik,23,Good,1,Good,23,Good,0,Good,22,Good,Iceland
France,Reze,23,Good,1,Good,23,Good,4,Good,23,Good,France
Brazil,Ribas Do Rio Pardo,26,Good,1,Good,10,Good,0,Good,26,Good,Brazil
Brazil,Rio Casca,45,Good,1,Good,12,Good,2,Good,45,Good,Brazil
Japan,Ritto,55,Moderate,1,Good,55,Moderate,1,Good,45,Good,Japan
Iran (Islamic Republic of),Robat Karim,210,Very Unhealthy,3,Good,210,Very Unhealthy,5,Good,161,Unhealthy,Iran (Islamic Republic of)
Pakistan,Rohri,188,Unhealthy,1,Good,56,Moderate,1,Good,188,Unhealthy,Pakistan
Thailand,Rong Kwang,53,Moderate,1,Good,24,Good,0,Good,53,Moderate,Thailand
New Zealand,Taupo,18,Good,0,Good,15,Good,0,Good,18,Good,New Zealand
Gabon,Tchibanga,76,Moderate,2,Good,35,Good,0,Good,76,Moderate,Gabon
Indonesia,Tebingtinggi,84,Moderate,2,Good,45,Good,0,Good,84,Moderate,Indonesia
Brazil,Tefe,36,Good,1,Good,2,Good,0,Good,36,Good,Brazil
Mexico,Teotihuacan,178,Unhealthy,3,Good,7,Good,14,Good,178,Unhealthy,Mexico
Mexico,Tepotzotlan,155,Unhealthy,4,Good,8,Good,14,Good,155,Unhealthy,Mexico
United States of America,Texas City,65,Moderate,1,Good,23,Good,3,Good,65,Moderate,United States of America
Belgium,Theux,61,Moderate,1,Good,36,Good,3,Good,61,Moderate,Belgium
Italy,Thiene,62,Moderate,1,Good,36,Good,2,Good,62,Moderate,Italy
Brazil,Tiangua,30,Good,0,Good,9,Good,1,Good,30,Good,Brazil
Cameroon,Tibati,36,Good,1,Good,12,Good,0,Good,36,Good,Cameroon
Israel,Tiberias,131,Unhealthy for Sensitive Groups,3,Good,66,Moderate,11,Good,131,Unhealthy for Sensitive Groups,Israel
Brazil,Tiete,48,Good,1,Good,6,Good,3,Good,48,Good,Brazil
India,Titron,160,Unhealthy,3,Good,130,Unhealthy for Sensitive Groups,1,Good,160,Unhealthy,India
Mexico,Tizimin,109,Unhealthy for Sensitive Groups,1,Good,27,Good,0,Good,109,Unhealthy for Sensitive Groups,Mexico
Turkey,Tokat,44,Good,1,Good,40,Good,0,Good,44,Good,Turkey
Portugal,Tomar,30,Good,0,Good,30,Good,2,Good,21,Good,Portugal
Mali,Tombouctou,131,Unhealthy for Sensitive Groups,1,Good,28,Good,3,Good,131,Unhealthy for Sensitive Groups,Mali
Japan,Tono,50,Good,1,Good,48,Good,2,Good,50,Good,Japan
Hungary,Torokbalint,68,Moderate,1,Good,42,Good,2,Good,68,Moderate,Hungary
Italy,Trofarello,63,Moderate,1,Good,35,Good,3,Good,63,Moderate,Italy
Poland,Trzebnica,56,Moderate,1,Good,36,Good,2,Good,56,Moderate,Poland
Russian Federation,Tsotsin Yurt,72,Moderate,1,Good,45,Good,1,Good,72,Moderate,Russian Federation
Japan,Tsuruga,58,Moderate,1,Good,35,Good,3,Good,58,Moderate,Japan
Russian Federation,Tuchkovo,39,Good,1,Good,26,Good,1,Good,39,Good,Russian Federation
Poland,Tuchola,46,Good,1,Good,35,Good,1,Good,46,Good,Poland
India,Tuljapur,104,Unhealthy for Sensitive Groups,1,Good,35,Good,1,Good,104,Unhealthy for Sensitive Groups,India
Mexico,Tultepec,168,Unhealthy,4,Good,6,Good,16,Good,168,Unhealthy,Mexico
Italy,Turin,61,Moderate,1,Good,27,Good,5,Good,61,Moderate,Italy
Netherlands,Uden,39,Good,1,Good,24,Good,6,Good,39,Good,Netherlands
Nigeria,Ugep,98,Moderate,3,Good,19,Good,2,Good,98,Moderate,Nigeria
South Africa,Ulundi,90,Moderate,5,Good,27,Good,2,Good,90,Moderate,South Africa
United States of America,Union City,73,Moderate,2,Good,19,Good,19,Good,73,Moderate,United States of America
Japan,Usuki,44,Good,1,Good,39,Good,2,Good,44,Good,Japan
Russian Federation,Valday,31,Good,1,Good,31,Good,0,Good,18,Good,Russian Federation
Romania,Valenii De Munte,50,Good,1,Good,41,Good,0,Good,50,Good,Romania
Finland,Valkeala,34,Good,1,Good,34,Good,0,Good,18,Good,Finland
India,Valparai,47,Good,1,Good,22,Good,0,Good,47,Good,India
Republic of North Macedonia,Vasilevo,83,Moderate,1,Good,45,Good,0,Good,83,Moderate,Republic of North Macedonia
Côte d'Ivoire,Vavoua,45,Good,1,Good,15,Good,0,Good,45,Good,Côte d'Ivoire
Germany,Vechta,67,Moderate,1,Good,29,Good,6,Good,67,Moderate,Germany
Denmark,Vejle,37,Good,1,Good,37,Good,1,Good,35,Good,Denmark
Germany,Verden,68,Moderate,1,Good,26,Good,6,Good,68,Moderate,Germany
Russian Federation,Verkhniy Ufaley,32,Good,1,Good,32,Good,0,Good,18,Good,Russian Federation
Germany,Versmold,70,Moderate,2,Good,15,Good,13,Good,70,Moderate,Germany
India,Vettavalam,54,Moderate,1,Good,35,Good,1,Good,54,Moderate,India
India,Vijapur,158,Unhealthy,1,Good,35,Good,0,Good,158,Unhealthy,India
United States of America,Villa Park,67,Moderate,2,Good,15,Good,18,Good,67,Moderate,United States of America
France,Villeneuve Sur Lot,54,Moderate,1,Good,29,Good,3,Good,54,Moderate,France
France,Villeparisis,69,Moderate,2,Good,29,Good,5,Good,69,Moderate,France
Germany,Vilsbiburg,60,Moderate,1,Good,28,Good,4,Good,60,Moderate,Germany
Lithuania,Visaginas,37,Good,1,Good,37,Good,0,Good,31,Good,Lithuania
Italy,Voghera,53,Moderate,1,Good,37,Good,2,Good,53,Moderate,Italy
Russian Federation,Volchansk,31,Good,1,Good,31,Good,0,Good,23,Good,Russian Federation
Russian Federation,Volokolamsk,50,Good,1,Good,28,Good,0,Good,50,Good,Russian Federation
Russian Federation,Volsk,59,Moderate,1,Good,38,Good,0,Good,59,Moderate,Russian Federation
Netherlands,Voorst,50,Good,1,Good,18,Good,7,Good,50,Good,Netherlands
Belgium,Vosselaar,41,Good,1,Good,27,Good,6,Good,41,Good,Belgium
Netherlands,Vught,34,Good,1,Good,23,Good,7,Good,34,Good,Netherlands
United States of America,Wailuku,24,Good,0,Good,24,Good,0,Good,16,Good,United States of America
United Kingdom of Great Britain and Northern Ireland,Wallsend,32,Good,1,Good,32,Good,1,Good,12,Good,United Kingdom of Great Britain and Northern Ireland
Australia,Wangaratta,15,Good,0,Good,15,Good,1,Good,15,Good,Australia
Netherlands,Wassenaar,56,Moderate,1,Good,36,Good,5,Good,56,Moderate,Netherlands
United States of America,Waverly,70,Moderate,2,Good,20,Good,10,Good,70,Moderate,United States of America
Indonesia,Wedi,64,Moderate,1,Good,37,Good,1,Good,64,Moderate,Indonesia
Germany,Wegberg,56,Moderate,1,Good,29,Good,5,Good,56,Moderate,Germany
Germany,Weiterstadt,68,Moderate,1,Good,38,Good,4,Good,68,Moderate,Germany
India,Kotdwara,133,Unhealthy for Sensitive Groups,2,Good,86,Moderate,0,Good,133,Unhealthy for Sensitive Groups,India
India,Kotturu,29,Good,1,Good,29,Good,0,Good,19,Good,India
France,Koungou,30,Good,0,Good,30,Good,0,Good,14,Good,France
Japan,Kozakai,37,Good,1,Good,33,Good,1,Good,37,Good,Japan
Russian Federation,Krasnooktyabrskiy,36,Good,1,Good,36,Good,1,Good,8,Good,Russian Federation
